texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"Es un “must” si t gustan la aventura. Mucha fauna, naturaleza y buena vibra. Ve preparado ya que son casi 2km de subida.",5.0,parque,google_maps,Hace 4 meses,Parque Nacional Volcán Arenal,positiva
"Una belleza de lugar, los senderos hasta en silla de ruedas se podrían andar. Recomendable llevar repelente para zancudos. La calle de acceso al sector península esta en pesimas condiciones, entrar en vehículos altos",5.0,parque,google_maps,Hace 8 meses,Parque Nacional Volcán Arenal,positiva
"Un excelente lugar para hacer senderismo y observar la naturaleza, si el clima lo permite la vista del volcán es impresionante .",5.0,parque,google_maps,Hace 7 meses,Parque Nacional Volcán Arenal,positiva
"Mi querida gente del SINAC, es inaceptable que los baños de varones estén totalmente colapsados en el Parque Nacional Arenal. Lo mínimo que se espera de la tarifa de pago es que los baños estén en condiciones aceptables. Lo que espero del equipo es que tengan las instalaciones en condiciones de aceptar visitantes de cualquier nacionalidad, tanto nacionales como internacionales merecen instalaciones decentes. Se están durmiendo en sus laureles y se están confiando de que la naturaleza solita les dará plata. Cuidado, no seguirá siendo el caso si se pasa la voz de la poca plata que se invierte en el mantenimiento de las instalaciones. Mi comentario incluye los senderos, pero no quisiera estar en el lugar del turista internacional que pagó 8 veces el precio de un nacional o residente. Por 2 dólares lo mínimo son baños decentes. Por 15 dólares, no quiero pensar lo que pasa por la mente de europeos y gringos o cualquier otro latinoamericano no tico, pero baños sucios no debe ser lo que reciba a un turista de cualquier nacionalidad. Tomen nota mi gente. Se están confiando y eso tendrá su consecuencia. No pido mucho, baños limpios, senderos en buen estado. ¿Es mucho pedir? ¿Alguien más con la mala experiencia o soy el único lunático? (Fui en Febrero de este año y me quedó tan mala experiencia que me estoy dando el tiempo en dar mis sinceros comentarios, espero que por el bien del trato del turista en el país más bello que al momento he conocido)..",1.0,parque,google_maps,Hace un mes,Parque Nacional Volcán Arenal,negativa
"Hermoso lugar con toda la naturaleza para maravillar la vista, aire fresco rico y la calidez humana.",5.0,parque,google_maps,Hace 6 meses,Parque Nacional Volcán Arenal,positiva
"Abierto todos los días de la semana y localizado muy cerca del turístico pueblo de la Fortuna de San Carlos. El parque cuenta con 2 sectores para visitar: El sector Península desde el cual se puede observar la laguna y tiene senderos en concreto adecuados para sillas de ruedas y el sector del Volcán que tiene vistas impresionantes del majestuoso Volcán Arenal. El sector del Volcán cuenta con un mirador principal al cual se puede llegar en carro y con varios senderos para caminar uno de los cuales (Sendero Coladas) llega al pie del volcán y se puede observar Coladas qué dejó el Volcán en el año 92. Actualmente no se requiere reservacion para visitar el parque, eso si el pago se realiza únicamente con tarjeta en la entrada del parque al momento del ingreso.",5.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
Nos hizo. Excelente clima. Poca señal debe contactar con el uber.,5.0,parque,google_maps,Hace 7 meses,Parque Nacional Volcán Arenal,positiva
"Increíble el recorrido y la vista al volcán! cruzas por varios puentes colgantes bastantes largos y altos, es emocionante, además de que ves varios animales en su hábitat natural, pasas por una cascada para tomarte fotos y el camino es bastante relajante, súper recomendado el tour. Al finalizar llegas al mirador, y la vista es espectacular. Los alimentos que venden ahí son buenos, algo costosos pero están ricos.",5.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
"Nublado muchos días. Es precioso todo el entorno del volcán. Las rutas para subir muy limitadas al mirador con guía y permisos , al ser parte de propiedad privada . Solo podemos ver una pequeña parte de este maravilloso volcán lleno de vegetación tropical",4.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
"Bonito, logramos apreciar bastantes animales. Lo único es que los senderos no están tan bonitos como otros parques nacionales",5.0,parque,google_maps,Hace 2 meses,Parque Nacional Volcán Arenal,positiva
Para mí uno de los mejores parques nacionales de Costa Rica y el mejor volcán de todo Costa Rica muy buena vista desde el mirador llamado el fósforo tiene vista de el volcán y de la laguna,5.0,parque,google_maps,Hace 8 meses,Parque Nacional Volcán Arenal,positiva
"Entramos al parque un domingo sobre las 10 am, no había fila así que ingresamos rápido. Era un día lluvioso y nublado, así que fuimos al mirador de la península al que se puede llegar en el auto y que esta frente al volcán, pero desde allí no pudimos verlo porque estaba nublado. Cuando pasó la lluvia, regresamos al parqueadero principal e iniciamos la caminata por el sendero Las Coladas qué es un recorrido de 4 Kms ida y vuelta; allí logramos finalmente ver el volcán Arenal porque se despejaron las nubes. La caminata estuvo agradable y con buen clima. La entrada al parque costó 15 USD y es necesario pagar con tarjeta.",4.0,parque,google_maps,Hace 11 meses,Parque Nacional Volcán Arenal,positiva
"Buenas vistas al volcán y paseos agradables, me gustó más la parte de la península menos concurrido y más auténtico. Con buenas vistas al volcán y la laguna",4.0,parque,google_maps,Hace 8 meses,Parque Nacional Volcán Arenal,positiva
"Una excelente opción si te gusta el senderismo, el parque no parece tener buen presupuesto, no hay mucha infraestructura, pero lo recomiendo ampliamente porque los miradores al final del sendero amarillo son hermosos, tardas en llegar porque tienen pendiente pero la vista te lo compensa todo con creces, el volcán es precioso el sendero rojo es natural entre la vegetación y no te lo puedes perder, espero que le asignen más presupuesto y puedan meter más baños y bebederos de agua.",5.0,parque,google_maps,Hace 4 meses,Parque Nacional Volcán Arenal,positiva
"Es un parque muy interesante que cuenta con cuatro senderos. Las Coladas tiene dos miradores del volcán con vistas impresionantes. El Ceibo ofrece un recorrido por una parte del bosque húmedo, en el que podemos observar una vegetación abundante, tucanes y otros tipo de aves. Vayan con animo de caminar porque recorrer todos los senderos les va a llevar a caminar más de cuatro kilómetros.",5.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
"Un lugar hermosos, visita obligada si estás en Costa Rica. La vista del volcán inmejorable.",5.0,parque,google_maps,Hace 3 meses,Parque Nacional Volcán Arenal,positiva
"Volcán Arenal, La Fortuna, Costa Rica A unas 3 horas en carro desde San José. Es un volcán majestuoso rodeado de aguas termales, senderos, puentes colgantes y naturaleza. Ideal para un día completo o con pernocta. Perfecto para familias y amantes de la aventura.",5.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
"Excelente experiencia para observar el volcán y parte de la colada de 1992, además de la vegetación y fauna. Hay unas vistas muy lindas del lago. Si bien el nivel de dificultad de los senderos no es muy fuerte a nivel de esfuerzo, debido a las lluvias algunos trechos del camino se llenan de barro (lodo) y es recomendable llevar bastones por seguridad.",5.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
"Es un lugar bastante bonito, puedes ver la mejestuosidad del volcán sin preocupaciones de que el clima o las nubes o etc etc no te vayan a permitir visualizarlo ( como el poás), tiene varios senderos que puedes recorrer de acuerdo a tu gusto y por supuesto capacidad. Recomiendo ir por el sendero Coladas y de regreso por el Ceiba, es súper bonito y descansado éste recorrido así. El costo de ingreso en 10/2025 fue de 15 USD por persona",5.0,parque,google_maps,Hace 9 meses,Parque Nacional Volcán Arenal,positiva
"Me encanta, hermosas vistas del volcán y el lago. Súper barato para nacionales. El camino a los senderos que llevan al lago está en muy mal estado y cuando llueve se inunda, es un camino difícil para carros bajos, incluso con uno alto se golpea bastante.",5.0,parque,google_maps,Hace 10 meses,Parque Nacional Volcán Arenal,positiva
"El área es lindo, el volcan imponente y los trails son interesantes. Sin embargo el mantenimiento del parque es deplorable: baños rotos hace más de un año (lo se porque así lo afirmó uno de los guías), carreteras para circular con el auto realmente imposibles, una demora de más de 40 minutos para ingresar con una sola persona a cargo de vender entradas tanto para autos como para peatones. Quise llegar al mirador del Arenal y fue imposible por el estado de la carretera... y eso q intenté por ambos lados ya que realmente quería conocerlo. Es realmente una lástima que la conservación sea tan pobre.",2.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,negativa
"El día nos tocó con lluvia, lo que no impidió que hiciéramos el recorrido. Optamos por el camino perezoso que no tiene nada de perezoso! Cuesta arriba se pone más complicado. Pero todo bien, tiene lindas vistas… recomiendo quedarse para almorzar o hacer algún picnic después del recorrido.",5.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
"Lo vimos muy caro para lo que hay que ver, la atracción es el volcán únicamente, nos hizo un día muy bonito y pudimos verlo en ambos lados con todo su esplendor. Los senderos no son tan buenos ni tan bonitos. Importante llevar hidratación, bloqueador y repelente.",2.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,negativa
"Un lugar maravilloso. Qué tienes que conocer si o si vengas a Costa Rica. El pueblo es bonito, tiene de todo, antros, bares, restaurantes y Sodas. También supermercado y lugares para hospedarse. Recomiendo ampliamente hacer el Rafting y el hicking al volcan son actividades maravillosas, nosotros lo compramos en el espacio frente al parque. Vayan al choyin, unas aguas termales gratis... Pasaran un momento relajante maravilloso. Prueben las brochetas de los vendedores ambulantes en el parque son deliciosas.",5.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
Espectacular que la naturaleza haya invadido lo que fue una colada de lava y ahora casi no veas las rocas. Majestuoso y con una vistas impresionantes. Con senderos para ver fauna y flora local y con un bosque espeso y húmedo típico de Costa Rica. Solo por admirar el volcán merece la pena.,4.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
"Parque nacional en un entorno natural espectacular. La naturaleza es la que se lleva las estrellas. Luego el parque en si cuenta de dos sectores: volcán y península, con 3 y 2 senderos respectivamente. Los senderos son muy accesibles. Para el precio de la entrada y siendo un parque nacional, podría tener más diversidad de senderos, mejorar señalizados, recorriendo distintos entornos y con distintas dificultades.",5.0,parque,google_maps,Hace un año,Parque Nacional Volcán Arenal,positiva
Recomiendo ir con un guía para que les vaya contando toda la historia del lugar. Es un tour impresionante y el lugar es espectacular,5.0,parque,google_maps,Hace un año,Parque Nacional Isla San Lucas,positiva
"Hace muchos años, la Isla San Lucas era una colonia penal para delincuentes que hubieran cometido delitos muy graves. En esta isla, el escritor José León Sánchez escribió su novela ""La isla de los hombres solos"".",5.0,parque,google_maps,Hace 3 años,Parque Nacional Isla San Lucas,positiva
Un lugar precioso con mucha cultura y sobre todo historia. Hay muchas personas que hacen tour a la isla.,5.0,parque,google_maps,Hace 2 años,Parque Nacional Isla San Lucas,positiva
"Un lugar con una historia muy fuerte. Recomendación, leer ""La isla de los hombres solos"" antes de ir.",5.0,parque,google_maps,Hace 2 años,Parque Nacional Isla San Lucas,positiva
lugar historico,4.0,parque,google_maps,Hace 3 años,Parque Nacional Isla San Lucas,positiva
"El parque marino en Puntarenas es muy bonito y, en nuestro caso, no tuvimos que hacer fila, incluso siendo fin de semana. Es un lugar amplio, aunque tiene pocos animales marinos, se pueden apreciar con claridad. El ambiente está muy bien cuidado, es aseado y realmente agradable. Aunque no probamos la comida, hay una gran variedad de actividades para los niños, como piscinas y juegos acuáticos, con chorros de agua. Es un sitio ideal tanto para adultos, que disfrutan viendo a los animales, como para los niños, que se divierten con las múltiples actividades. Sin duda, es un lugar muy recomendado para pasar un día en familia.",5.0,parque,google_maps,Hace 3 meses,Parque Marino del Pacífico,positiva
"Excelente lugar para pasar el dia la entrada a nacionales anda en 2900, al inicio te explican el lugar, muchos animales lugar limpio el restaurante es muy rico, espacios amplios, para apoyar lo mejor de la zona",5.0,parque,google_maps,Hace 6 meses,Parque Marino del Pacífico,positiva
"Excelente lugar para compartir en familia, tienen mucha información sobre las distintas especies de animalitos, buen trato del personal, el precio de la entrada económica, piscina para los pequeños, zonas verdes para compartir un refrigerio, muy ordenó y limpio..",5.0,parque,google_maps,Hace 3 meses,Parque Marino del Pacífico,positiva
"El lugar es realmente lindo. Hablando con los funcionarios del sitio, nos comentaron que en realidad es un centro de conservación y reintegro de especies al hábitat marítimo. El personal está sumamente informado; puedes preguntarles cualquier cosa y te la aclaran con gusto. Definitivamente es un lugar ideal para concientizarse y aprender sobre la fauna marina.",5.0,parque,google_maps,Hace 5 meses,Parque Marino del Pacífico,positiva
"El lugar tiene cosas hermosas. Es una buena parada para llevar a los niños, tienen play muy bien cuidado para bebitos pequeños y más grandes y áreas para refrescarse, de todo lo que no recomiendo en lo absoluto es la soda, poco salubre, lo tiene muy descuidado está parte, lo que pedimos no estaba ni cerca de rico, pero lo bueno es que si tienen áreas para picnic.",4.0,parque,google_maps,Hace 4 meses,Parque Marino del Pacífico,positiva
A los niños les gustó. Creo que no hay otro acuario en el país. Me gustó la información sobre Isla del Coco,4.0,parque,google_maps,Hace 2 meses,Parque Marino del Pacífico,positiva
"Excente para visitar con niños, muchos juegos para que disfruten luego de el recorrido.",5.0,parque,google_maps,Hace 2 meses,Parque Marino del Pacífico,positiva
"Es más que todo para el disfrute de niños, además del acuario, tienen una pequeña área de reptiles, un estanque con dos tiburones, uno con una tortuga y otro con varias mantarayas. Tienen areas verdes para comer o pasar el rato, un área de juegos para niños y una pequeña piscina para niños solamente. Hay áreas un poco deterioradas, pero no parece afectar el funcionamiento.",4.0,parque,google_maps,Hace 8 meses,Parque Marino del Pacífico,positiva
Entrada 2900 colones bonito lugar al menos para pasar el rato,3.0,parque,google_maps,Hace 2 meses,Parque Marino del Pacífico,neutral
Una experiencia bonita. Falta mas árboles para que se vea fresco y la limpieza a las afueras del edificio.,5.0,parque,google_maps,Hace 7 meses,Parque Marino del Pacífico,positiva
"Buen lugar para visitar con niños, fácil acceso,piscina,comida,barato,los empleados muy amables",4.0,parque,google_maps,Hace 7 meses,Parque Marino del Pacífico,positiva
"Lugar bonito pero con poco mantenimiento, falta inversion en infraestructura y especies marinas.",3.0,parque,google_maps,Hace 3 meses,Parque Marino del Pacífico,neutral
Lindo lugar en Puntarenas para ver diversidad en peces.,5.0,parque,google_maps,Hace 4 meses,Parque Marino del Pacífico,positiva
"Me encantó el lugar, ver esos animales que no había visto, la fuente de agua para refrescarse, área de juego y piscina para niños; las peceras de acuario. Lugar accesible cerca del muelle principal",5.0,parque,google_maps,Hace 4 meses,Parque Marino del Pacífico,positiva
"Hermoso el lugar, esta muy limpio y desde que ingresas una chica te guía para brindarte información. Nos encantó fuimos con una bebé de meses y lo disfrutó muchísimo, los baños tienen cambiador para bebés es algo importante y tienen rampas para accesar con con el coche por todo el parque. Importante, visitamos como a las 2 pm y estaba terminando de llover, luego hizo un atardecer divino. El costo de la entrada 2.900 colones los adultos bebé no paga menor de 1 año.",5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
No tuvimos que hacer fila para entrar. El parque es pequeño y se recorre rápido pero se pasa bien. El precio de la entrada a nacionales me parece super bien. Una linda parada rápida si andan en el puerto y quieren conocer.,5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
"Tenía aproximadamente 4 años de no visitarlos. Este jueves tuve la oportunidad de volver a ir y me pareció que el lugar le han invertido dinero e interés para que sea más atractivo. Talvez por el día que fui, no vi la zona de comidas abierto por lo cual tuve que comprar afuera del lugar El estado de los acuarios me pareció bastante aseado El agua de la piscina para niños se veía en buen estado. La verdad me sigue gustando y lo recomiendo para locales y extranjeros.",4.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
"Da pena ver lo mal estado de la infraestructura que hay, el mal estado de los recintos de los animales, da lastima ver una langosta, morenas encerradas en una pecera pequeña que no caben, ver una gran cantidad de peces payaso o ciclidos en una pecera donde es evidente que no caben, ni en el peor acuario los tendrían tan juntos. Tenía cerca de 10 años de no ir y realmente da pena, ver qué no hay quien vigilé dentro del acuario que los mocosos golpeen los vidrios, fatal, igual es culpa de los tatas irresponsables, pero deberían poner un doble vidrio sabiendo la clase de mocosos que llegan .",2.0,parque,google_maps,Hace 11 meses,Parque Marino del Pacífico,negativa
"A pesar que no cuentan con los fondos suficientes, hacen posible de tener el lugar ideal para las especies",5.0,parque,google_maps,Hace 5 meses,Parque Marino del Pacífico,positiva
"Excelente lugar para entretener a los niños, algunos animales tienen poco espacio pero en general muy bonito. La comida es cara por lo que es mejor llevar",5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
Bonita para pasar un rato en familia. Amplias zonas verdes. La comida y el servicio de restaurante no son muy buenos,4.0,parque,google_maps,Hace 10 meses,Parque Marino del Pacífico,positiva
"Un lugar bonito, pero pequeño y con muy pocas especies. Le falta mantenimiento y esta un poco descuidado. Podría realmente aprovecharse más el espacio que tienen. La atención por parte del personal es muy buena son sumamente amables",5.0,parque,google_maps,Hace 3 años,Parque Marino del Pacífico,positiva
"Este es uno de esos lugares que causa conflicto en la decisión final de cuántas estrellas ponerle, me encantaría ponerle 5 estrellas, como parque marino, en su pequeña versión, las tienen, así que si no eres muy exigente quizá todo para tí sean 5 estrellas. Yo, tengo que seguir siendo exigente con cada detalle como lo he sido con todas mis reseñas. Así que aún cuando el lugar me encantó, siento que por pequeños detalles, le falta 1 estrella. Ok, comencemos en orden: Llegamos el 14 de Junio del 2023 a eso de las 3:30 de la tarde. La atención en la boletería fue un poco fría, la chica estaba haciendo algunas cuentas con alguien más, y no se molestó en pedirnos un poco de tiempo mientras terminaba, lo cual hubiera entendido, sino que se limitó a ignorarnos por 2 minutos hasta que terminó, ella fue la única con una atención al cliente baja, siendo la cara del lugar. La chica siguiente, que se encontraba a unos metros adelante, después de la entrada, nos esplicó muy amablemente los lugares a visitar, así como cada personal que nos topamos aún estando ocupados fuimos tratados muy cordialmente por ellos. Gran parte de los animales pude notar a simple vista que son rescatados, y eso habla muy bien de ellos. Para no hacer esta reseña más larga de lo que ya es, concluyo con las cosas a mejorar, el lugar en exteriores se veía un poco abandonado en cuanto a estructura, orden y limpieza, quiero pensar que fue por la hora en la que llegamos, quizá, al no haber mucha gente, tampoco era necesario tanto personal, espero que en la mañana no sea así, no pudimos bañarnos en la piscina porque estaba muy sucia, aunque los chorritos fueron entretenidos, al haber piscina, siento que faltan vestidores cercanos, para no tener que ir hasta los interiores, a los baños, a cambiarse. Así pues, aunque el lugar me gustó, no quedé con esas ganas de ""tengo que volver"" no digo que no vuelva, solo que no me dejó emocionado, ojalá,si vuelvo, me dé otra impresión, quizá vaya desde temprano, en esta ocasión, fue de pasada.",4.0,parque,google_maps,Hace 3 años,Parque Marino del Pacífico,positiva
"Vale la pena ir, tienen peceras muy bonitas. Me encantó ver a las Mantarayas. Cuentan con una soda dentro del parque y la comida estaba .uy buena demás a buen precio. Por ejemplo un arroz con camarones grande salía en 5 mil colones ($10) Aprox. Tienen una piscina para niños y unos chorros para bañarse.",5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
Lugar bonito pero un poco descuidado. Si lo pintan y mejoran la infraestructura sería lo mejor,4.0,parque,google_maps,Hace 9 meses,Parque Marino del Pacífico,positiva
"Deberían desarrollarlo mucho más, pocas especies, ambiente aburrido, su personal hace un buen esfuerzo por motivar al visitante. Las rayas fue lo mejor! La soda muy buena.",3.0,parque,google_maps,Hace 2 años,Parque Marino del Pacífico,neutral
Muy lindo y se que todo es plata . Pero intentar hacer algo para q las rayas y las 2 tortugas tengan un espacio un poquito más grande . Pero la experiencia es linda. Ahh y tamb poner un rotulito con el nombre de los hermosos árboles q están en dif puntos del parque .,5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
"Muy linda experiencia con niños. El lugar es pequeñito, sencillo y no tiene tantas cosas pero es muy muy lindo, tiene tiburones, peces, estrellas de mar, una tortuga entre otros animales marinos. También hay unos chorritos para que los chicos jueguen. Mis hijas lo disfrutaron.",5.0,parque,google_maps,Hace 3 años,Parque Marino del Pacífico,positiva
"Nos pareció una buena opción para compartir en familia. Hay animales rescatados, por lo que el lugar funge también como un refugio. Debería recibir más inversión estatal y comunicación de las actividades. Tienen aulas para dar clases sobre la biodiversidad.",5.0,parque,google_maps,Hace 2 años,Parque Marino del Pacífico,positiva
"Primera vez que voy y no esperaba ver tantos tipos de animales. El tour es corto pero provechoso, se puede tardar de 1 a 2 horas. Buena experiencia.",4.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
"Hay bastante por ver a pesar de lo pequeño que es. Una experiencia muy interesante estar de cerca con las especies marinas y aprender datos interesantes con las exposiciones. El lugar está algo descuidado y hay varios rótulos con información caídos o difíciles de leer, pero vale la pena ir.",4.0,parque,google_maps,Hace 3 años,Parque Marino del Pacífico,positiva
Todo precioso y buen personal!,5.0,parque,google_maps,Hace 10 meses,Parque Marino del Pacífico,positiva
Excelente opción para visitar en la bella provincia de Puntarenas. Sitio idóneo para conocer un poco más de la fauna marina de nuestro país. Se acepta el ingreso de mascotas y si tienen niños pequeños lo pasarán de maravilla. Hay una soda q ofrece opciones de comida a muy buen precio y un sabor único de la comida típica. Súper recomendado.,5.0,parque,google_maps,Hace 2 años,Parque Marino del Pacífico,positiva
"Un lugar lindo, sin guía pero antes de entrar ellos te dicen cómo llegar a casa área y te dan un mapa, hay sodas y una piscina solo para niños y los chorros si son para adultos.",5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
"Hermoso lugar, muestra muchas especies marinas tienen 3 enormes tiburones y una pila de mantarrayas, hay una piscina para niños excelente para pasar el día con ellos ahí",5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
"Me sorprendió y a la vez me entristeció ver el diminuto espacio que le dan a las tortugas , los lagartos y las tortugas marinas. El lugar es enorme pero destinan muy poco a los animales grandes. Da pena el estanque de las mantas, da pena el estanque de la tortugas marinas, parecen piscinas para niños. No hay a quien preguntarle detalles sobre los animales. El lugar parece abandonado. Es una pena. Aún así y a pesar de todo entretiene.",2.0,parque,google_maps,Hace 4 años,Parque Marino del Pacífico,negativa
"Nunca había ido a pesar de haber pasado por ahí muchas veces y me encantó. Para los niños es muy divertido, tienen piscina con tobogán y chorros de agua, mesas de pic nic, tienen soda y la comida es rica. Hay muchos animales que conocer, en lo personal se me hace feo verlos encerrados en espacios pequeños, pero a lo que tengo entendido están ahí por estudio y se devuelven, así que constantemente cambian las especies que tienen y realizan muchos estudios para asegurarse que el océano esté en perfecto estado, así sus animales y corales, hacen muchos estudios de microalgas, así que es importante ir y ayudar y hay mucho que ver. Recomendado!",5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
"Muy linda experiencia. Zona de pic nic está muy linda. Puntos a mejorar, sería genial una piscinita más grande para todo visitante. Así uno aprovecha, ve los peces y se pega un chapuzón con los niños.",4.0,parque,google_maps,Hace 6 meses,Parque Marino del Pacífico,positiva
"El lugar es bellísimo, las especies que tienen se ven muy bien cuidadas y los espacios verdes para picnic son muy amplios la piscina es pequeña y poco profunda excelente para que los niños jueguen de forma segura, solo que cuando hay muchos usuarios se satura un poco . Por lo demás encantadisima definitivamente volveré a ir cuando tenga oportunidad",5.0,parque,google_maps,Hace 3 años,Parque Marino del Pacífico,positiva
"Visité el Parque Marino del Pacífico y salí muy triste. Aunque es un lugar que alberga animales rescatados, las condiciones que observé son preocupantes. Los estanques de los cocodrilos estaban sucios, las tortugas están en agua muy oscura y una de ellas, sin sus extremidades delanteras, pasa golpeándose contra las paredes de su piscina. Varias peceras se ven descuidadas y no hay información clara sobre la historia o el estado de los animales. Son seres vivos que merecen mejores condiciones, limpieza y supervisión. Ojalá las autoridades y la administración tomen medidas para garantizar su bienestar.",2.0,parque,google_maps,Hace 5 meses,Parque Marino del Pacífico,negativa
"Se llega en carro. Incluye es fácil llegar en bus porque la terminal está cerca. La entrada es barata. Tienen manta rayas, tortugas, mucha variedad de peces, estrellas de mar. Tienen una sala con una maqueta por así decirlo de la Isla de Coco, muy bonito e interesante. Tienen una restaurantico dentro del lugar. El lugar tiene rampas.",4.0,parque,google_maps,Hace 2 años,Parque Marino del Pacífico,positiva
"Si te gustan los animales marinos y quieres verlos con entrada super barata, recomendadisimo.",5.0,parque,google_maps,Hace 6 meses,Parque Marino del Pacífico,positiva
"Parque Marino del Pacifico, 500 mts este del Muelle de Cruceros, Puntarenas, Costa Rica El Parque Marino del Pacífico creado mediante Ley 8065, con el objetivo de propiciar el desarrollo humano sostenible tanto del litoral como de la costa pacífica, mediante la educación y la recreación, la conservación de la biodiversidad marina, las actividades turísticas de contenido ecológico y la investigación y desarrollo de opciones productivas alternativas a la pesca extractiva. la mayoría de animales son rescatados lo que es muy importante ya que no los mantienen cautivos. La entrada cuesta ¢2500 y tienen variedad de animales e información que te ayuda a conocer un poco más de ellos. Es un lugar para visitar en familia, excelente para los niños ya que de otra manera es un poco difícil poder tener la oportunidad de ver tan de cerca muchas especies marinas, tortugas y lagartos. Promueve a cerca del cuidado que debemos tener de cuidar y preservar las distintas especies Pienso que le falta espacio, que los animales están en un lugar muy pequeño, los tiburones o los cocodrilos y las demás especies se encuentran hacinados. Sus instalaciones exteriores, el recorres se puede hacer en unos 30 y 45 min. El recorrido es bajo tu responsabilidad ya que lo único te dan al entrar es un pequeño mapa general de la atracción. El acuario es pequeño y con pocas especies. cuenta con un estanque de rayas y tiburones los cuales están muy cerca de las personas lo que propicia que sean tocados con el riesgo de accidentes. Dentro de las instalaciones podemos encontrar un pequeño playground que no luce muy bien, una piscina para niños y un tren que da recorrido por las instalaciones. En general es una experiencia agradable para los que nunca hemos tenido la oportunidad de asistir a un lugar de esta índole. ¡Cuidemos las instalaciones para que muchos lo disfruten!",5.0,parque,google_maps,Hace 6 años,Parque Marino del Pacífico,positiva
"Podrían mejorar mucho más, cuando los visité era mi primera vez y las espectativas eran muy altas sin embargo quedó debiendo mucho!",5.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,positiva
"Hay variedades interesantes de peces, reptiles, tiburones, mantas, tortugas marinas, un lindo acuario. Los encargados muy amables y preparados, se preocupan por explicar. Pero falta mantenimiento y cariño en los jardines. Con plantas y riego el ambiente puede mejorar muchísimo.",4.0,parque,google_maps,Hace 5 años,Parque Marino del Pacífico,positiva
"Hermoso, aparte de que se apoya al mantenimiento de animales marinos rescatados, también se aprende de ellos. El lugar lo mantienen muy bonito además hay chorros y piscinas para niños. También la soda es muy buena y buenos precios.",5.0,parque,google_maps,Hace 5 años,Parque Marino del Pacífico,positiva
"Es un lugar bonito para una visita rápida, cuentan con piscina exclusivamente para niños y fuentes de agua, la comida de la soda es de buena a regular, depende del platillo pueden durar bastante, pedimos arroz con mariscos y duraron casi 1hra en servir, con respecto sus instalaciones y animales se ven un poco descuidados",4.0,parque,google_maps,Hace 4 años,Parque Marino del Pacífico,positiva
Es agradable aunque le falta más cuidado a los animales y mantenimiento de las instalaciones. Sería bueno que pongan más información educativa de las especies. No recomiendo ir a estos lugares que al final tienen a los animales en cautiverio sin el cuidado/espacio que merecen,3.0,parque,google_maps,Hace un año,Parque Marino del Pacífico,neutral
"Que lugar tan bonito, lleno de paz, de riquezas naturales, de vida; me encantó...David fue nuestro guía, un excelente trabajo de su parte.... Una pequeña parte del sendero es de uso universal... La comida estuvo muy buena...",5.0,parque,google_maps,Hace un mes,Parque Nacional Juan Castro Blanco,positiva
El sector volcán viejo es muy bonito. El sendero está en excelentes condiciones y es muy fácil. Y la calle para llegar está en muy buen estado,5.0,parque,google_maps,Hace 3 meses,Parque Nacional Juan Castro Blanco,positiva
Qué lugar más encantador! Hay que caminar un poco cuesta arriba y hay que tener buena energía; pero vale el esfuerzo!,5.0,parque,google_maps,Hace un mes,Parque Nacional Juan Castro Blanco,positiva
"Un lugar Magico , el Guarda parques Gerardo está muy conectado con el trabajo de protección y buen mantenimiento del orden ambiental. Excelente lugar y porque no volver para ofrecer voluntariado .",5.0,parque,google_maps,Hace 2 meses,Parque Nacional Juan Castro Blanco,positiva
"Con más de 14.000 hectáreas es el parque menos visitado del país pero alberga una exuberante flora y fauna silvestre que incluye diferentes pisos altitudinales, por lo cual lo hace un excelente lugar para disfrutar de un contacto directo y natural con la naturaleza. También cuenta con ser el único parque que permite el disfrute de diferentes actividades. Tanto como avistamiento de aves, visitar cataratas, hiking, termales y hasta deportes de aventura.",5.0,parque,google_maps,Hace 2 años,Parque Nacional Juan Castro Blanco,positiva
